종목명,Y_Change,Y_TA
NHN한국사이버결제,-62.98421807747489,5498448882.858299
파트론,-15.53398058252427,8236318794.817814
CJ프레시웨이,21.36627906976744,3058450062.145749
메드팩토,-65.5223880597015,10296169049.797571
상상인,12.372448979591837,3541232620.9311743
상아프론테크,-34.19078242229367,14252970098.785425
아미코젠,-46.81093394077448,5250433204.65587
코미팜,-37.62557077625571,3713282631.497976
네패스,-48.930817610062896,8129950866.599191
신흥에스이씨,8.98876404494382,10446825365.789474
에스앤에스텍,-39.30197268588771,9629857724.898785
코엔텍,-14.198782961460447,1649139555.4251013
삼표시멘트,-37.76683087027914,4903871309.716599
사람인에이치알,-13.630880579010856,1380959611.7408907
원익머트리얼즈,-5.436337625178827,3768852926.1133604
셀리버리,-77.96208530805687,12725982729.352226
인선이엔티,-35.149253731343286,3596147152.4291496
다우데이타,-31.93548387096774,1364711435.8299596
티케이케미칼,-46.02272727272727,11614173429.129555
동국S&C,12.203389830508476,4551244023.461538
엘비세미콘,-35.11278195488722,5408801162.064777
한국기업평가,-15.795454545454547,154178032.38866398
국일제지,-54.59363957597173,4551008410.283401
에이스테크,-60.21621621621621,5739533998.461538
유비쿼스홀딩스,-16.25615763546798,791635946.5587045
인트론바이오,-64.08,6693992154.089068
메디포스트,-36.29032258064516,3040767552.0242915
원익홀딩스,-41.60475482912333,1704990728.7449393
인터플렉스,-7.971014492753622,4126286763.1578946
크리스탈지노믹스,-46.55612244897959,4641328558.805668
카페24,-58.043117744610285,10175307252.631578
톱텍,-41.84738955823293,1729839157.0850203
노바렉스,-30.829900972745595,1484405866.3927126
클리오,-39.56692913385827,2967339648.9878545
AP시스템,-45.382165605095544,3479043249.3927126
비츠로셀,-27.187499999999996,1242534830.7692308
케이티알파,-55.47826086956522,2749844971.7813764
한국캐피탈,-22.673267326732674,267042243.5222672
와이솔,-30.352941176470587,1575466687.0040486
에스티큐브,-31.41729369680523,1494955837.5668015
오이솔루션,-48.31460674157304,1860976513.562753
나스미디어,-39.325842696629216,1083608089.319838
위닉스,-41.44736842105263,1292466987.4493928
갤럭시아머니트리,-15.03448275862069,21602548058.34008
멀티캠퍼스,1.0309278350515463,835997483.1983806
대아티아이,-48.5133020344288,10565420737.854252
슈피겐코리아,-35.83916083916084,1016161928.5425102
알서포트,-51.40607424071991,12929815239.392712
엔지켐생명과학,-82.09522539343826,6385434556.793522
한국정보인증,-36.06755126658625,1657489285.4251013
지니뮤직,-43.99109792284867,4142947774.9797573
에이치엘사이언스,-5.541237113402062,296798902.4291498
현대바이오랜드,-47.56637168141593,776291136.0323887
농우바이오,-23.04832713754647,1411584954.5344129
네오팜,-41.3447782546495,772045844.534413
현대에버다임,35.75498575498576,11005805841.214575
인크로스,-46.3229078613694,755080861.0242915
텔콘RF제약,-67.48878923766816,2189496566.45749
KCC건설,-33.459715639810426,957338187.2469636
유틸렉스,-71.09244547892526,3075321231.445344
영풍정밀,-22.589285714285715,2380246789.3927126
SBS콘텐츠허브,-30.98751418842225,473992130.89068824
나노엔텍,-44.74576271186441,6119217114.230769
신화인터텍,1.6602809706257982,2887786492.672065
에스엠코어,-20.561941251596423,1973512397.6518219
SGC이테크건설,-22.41582935116376,753539927.319838
큐캐피탈,-9.921259842519685,5691138904.704453
메이슨캐피탈,-8.739255014326648,4879519908.238867
KCI,-17.87878787878788,315281409.6356275
나우IB,-38.12734082397004,528708068.5425101
오리콤,-45.04424778761062,2913192031.0526314
코리아에셋투자증권,-23.715415019762844,3256841718.7044535
리더스 기술투자,-62.70742358078603,1964622844.8906882
